date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:46:09	71707/71707	------	200	untouched ('OK')	text/html	etag:%221181b-4b62e9fc5d7a3-gzip%22	http://www.aspaklaria.info/040_MEM/MEM.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/040_MEM/MEM.html	(from http://www.aspaklaria.info/AlepBet_Title_V25.html)
17:46:09	27508/27508	------	200	untouched ('OK')	text/html	etag:%226b74-4b62eecb59ca0-gzip%22	http://www.aspaklaria.info/050_NUN/NUN.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/050_NUN/NUN.html	(from http://www.aspaklaria.info/AlepBet_Title_V25.html)
17:46:09	13343/13343	------	200	untouched ('OK')	text/html	etag:%22341f-4b62efd8de5b9-gzip%22	http://www.aspaklaria.info/060_SAMEKH/SAMEKH.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/060_SAMEKH/SAMEKH.html	(from http://www.aspaklaria.info/AlepBet_Title_V25.html)
17:46:09	39695/39695	------	200	untouched ('OK')	text/html	etag:%229b0f-4b62f05c31ebb-gzip%22	http://www.aspaklaria.info/070_AYIN/AYIN.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/070_AYIN/AYIN.html	(from http://www.aspaklaria.info/AlepBet_Title_V25.html)
17:46:09	322534/322534	---M-Z	200	added ('OK')	text/html	etag:%224ebe6-4d85927774556-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:09	18153/18153	------	200	untouched ('OK')	text/html	etag:%2246e9-4b62f1bebc106-gzip%22	http://www.aspaklaria.info/080_PE/PE.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/080_PE/PE.html	(from http://www.aspaklaria.info/AlepBet_Title_V25.html)
17:46:09	13664/13664	------	200	untouched ('OK')	text/html	etag:%223560-4b62f28aaffb1-gzip%22	http://www.aspaklaria.info/090_TSADI/TSADI.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/090_TSADI/TSADI.html	(from http://www.aspaklaria.info/AlepBet_Title_V25.html)
17:46:09	26500/26500	------	200	untouched ('OK')	text/html	etag:%226784-4b62f3f5e1bf0-gzip%22	http://www.aspaklaria.info/100_QOF/QOF.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/100_QOF/QOF.html	(from http://www.aspaklaria.info/AlepBet_Title_V25.html)
17:46:09	86105/86105	------	200	untouched ('OK')	text/html	etag:%2215059-4b62f4e70f895-gzip%22	http://www.aspaklaria.info/200_RESH/RESH.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/200_RESH/RESH.html	(from http://www.aspaklaria.info/AlepBet_Title_V25.html)
17:46:09	105981/105981	---M-Z	200	added ('OK')	text/html	etag:%2219dfd-4d859274d98e4-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%20%d7%94%d7%a8%d7%90%d7%a9%d7%95%d7%9f.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%20%d7%94%d7%a8%d7%90%d7%a9%d7%95%d7%9f.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	37350/37350	------	200	untouched ('OK')	text/html	etag:%2291e6-4b62f663f3278-gzip%22	http://www.aspaklaria.info/300_SHIN/SHIN.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/300_SHIN/SHIN.html	(from http://www.aspaklaria.info/AlepBet_Title_V25.html)
17:46:10	21560/21560	------	200	untouched ('OK')	text/html	etag:%225438-4bc4dc1261274-gzip%22	http://www.aspaklaria.info/400_TAV/TAV.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/400_TAV/TAV.html	(from http://www.aspaklaria.info/AlepBet_Title_V25.html)
17:46:10	52489/52489	------	200	untouched ('')	image/jpeg	etag:%22cd09-473234eec4800%22	http://www.aspaklaria.info/aspaklaria.JPG	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/aspaklaria.jpg	(from http://www.aspaklaria.info/Aspaklaria_main_V20.htm)
17:46:10	37232/37232	------	200	untouched ('OK')	text/html	etag:%229170-4d85936bef82e-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	34062/34062	------	200	untouched ('OK')	text/html	etag:%22850e-4d85936999112-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	578309/578309	------	200	untouched ('OK')	text/html	etag:%228d305-4d85936cfb954-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%20%20%20%d7%95%d7%91%d7%9f.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%20%20%20%d7%95%d7%91%d7%9f.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	77905/77905	------	200	untouched ('OK')	text/html	etag:%2213051-4d8593677858d-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%20%20%20%d7%95%d7%91%d7%aa.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%20%20%20%d7%95%d7%91%d7%aa.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	38870/38870	------	200	untouched ('OK')	text/html	etag:%2297d6-4d8593658e918-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%20%d7%97%d7%95%d7%93%d7%a9.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%20%d7%97%d7%95%d7%93%d7%a9.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	7727/7727	------	200	untouched ('OK')	text/html	etag:%221e2f-4d8593650a7ae-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%90%20%d7%90%d7%95%d7%9e%d7%a0%d7%90.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%90%20%d7%90%d7%95%d7%9e%d7%a0%d7%90.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	6640/6640	------	200	untouched ('OK')	text/html	etag:%2219f0-4d85936407ef8-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%90%20%d7%a1%d7%95%d7%a8%d7%90%d7%94.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%90%20%d7%a1%d7%95%d7%a8%d7%90%d7%94.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	110543/110543	------	200	untouched ('OK')	text/html	etag:%221afcf-4d85936442080-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%93%d7%94.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%93%d7%94.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	2467/2467	------	200	untouched ('OK')	text/html	etag:%229a3-4d859361df681-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%93%d7%95%d7%9f.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%93%d7%95%d7%9f.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	11123/11123	------	200	untouched ('OK')	text/html	etag:%222b73-4d8593608b85a-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%94%20%d7%97%d7%a9%d7%a7.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%94%20%d7%97%d7%a9%d7%a7.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	2346/2346	------	200	untouched ('OK')	text/html	etag:%2292a-4d85935e5da03-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%94%20%d7%90%d7%a0%d7%99%d7%95%d7%aa.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%94%20%d7%90%d7%a0%d7%99%d7%95%d7%aa.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	2196/2196	---M-Z	200	added ('OK')	text/html	etag:%22894-4d85927315db4-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%20%d7%99%d7%a9%d7%a8%d7%90%d7%9c.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%20%d7%99%d7%a9%d7%a8%d7%90%d7%9c.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	1525/1525	------	200	untouched ('OK')	text/html	etag:%225f5-4d85935c5785d-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%93%20%d7%a2%d7%a6%d7%9e%d7%95%20%d7%9c%d7%93%d7%a2%d7%aa.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%93%20%d7%a2%d7%a6%d7%9e%d7%95%20%d7%9c%d7%93%d7%a2%d7%aa.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	637778/637778	------	200	untouched ('OK')	text/html	etag:%229bb52-4d859362e2705-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	7367/7367	---M-Z	200	added ('OK')	text/html	etag:%221cc7-4d859272afcdb-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%20%d7%9b%d7%a9%d7%93%d7%99%d7%9d.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%20%d7%9b%d7%a9%d7%93%d7%99%d7%9d.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:10	1428/1428	---M-Z	200	added ('OK')	text/html	etag:%22594-4d8592725306c-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%20%d7%a4%d7%a0%d7%99%d7%9d.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%20%d7%a4%d7%a0%d7%99%d7%9d.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:11	3107/3107	---M-Z	200	added ('OK')	text/html	etag:%22c23-4d859271977fb-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%95%d7%aa.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%95%d7%aa.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:11	74507/74507	------	200	untouched ('OK')	text/html	etag:%221230b-4d85935b4ab3a-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%90%d7%9c%d7%95%d7%a7%d7%99.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%90%d7%9c%d7%95%d7%a7%d7%99.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:11	8013/8013	---M-Z	200	added ('OK')	text/html	etag:%221f4d-4d859270bd7ad-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%96.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%96.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:11	42277/42277	------	200	untouched ('OK')	text/html	etag:%22a525-4d859359cdd2f-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%91%d7%a8%d7%99%d7%aa%20%d7%95%d7%94%d7%91%d7%98%d7%97%d7%94.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%91%d7%a8%d7%99%d7%aa%20%d7%95%d7%94%d7%91%d7%98%d7%97%d7%94.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:11	20944/20944	------	200	untouched ('OK')	text/html	etag:%2251d0-4d8593594d23a-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%91%d7%a8%d7%9b%d7%94%20%d7%95%d7%94%d7%a9%d7%92%d7%97%d7%94.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%91%d7%a8%d7%9b%d7%94%20%d7%95%d7%94%d7%a9%d7%92%d7%97%d7%94.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:12	160525/160525	---M-Z	200	added ('OK')	text/html	etag:%222730d-4d859271d15b6-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%97.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%97.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:12	177112/177112	------	200	untouched ('OK')	text/html	etag:%222b3d8-4d85935895c86-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%96%d7%9b%d7%95%d7%aa.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%96%d7%9b%d7%95%d7%aa.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:12	6425/6425	---M-Z	200	added ('OK')	text/html	etag:%221919-4d85926fb1601-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%97%20%20%20%d7%93%d7%a8%d7%9a.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%97%20%20%20%d7%93%d7%a8%d7%9a.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:12	8815/8815	---M-Z	200	added ('OK')	text/html	etag:%22226f-4d85926f80549-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%99%d7%94%20%d7%94%d7%97%d7%aa%d7%99.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%99%d7%94%20%d7%94%d7%97%d7%aa%d7%99.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:12	137910/137910	------	200	untouched ('OK')	text/html	etag:%2221ab6-4d859357055e7-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%9e%d7%a2%d7%a9%d7%94%20%d7%90%d7%91%d7%95%d7%aa%20%d7%a1%d7%99%d7%9e%d7%9f%20%d7%9c%d7%91%d7%a0%d7%99%d7%9d.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%9e%d7%a2%d7%a9%d7%94%20%d7%90%d7%91%d7%95%d7%aa%20%d7%a1%d7%99%d7%9e%d7%9f%20%d7%9c%d7%91%d7%a0%d7%99%d7%9d.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:12	4489/4489	---M-Z	200	added ('OK')	text/html	etag:%221189-4d85926ed8130-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%99%d7%94.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%99%d7%94.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:12	45176/45176	------	200	untouched ('OK')	text/html	etag:%22b078-4d859355fb3f9-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%a0%d7%91%d7%95%d7%90%d7%94.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%a0%d7%91%d7%95%d7%90%d7%94.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:12	18100/18100	------	200	untouched ('OK')	text/html	etag:%2246b4-4d85935412717-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%a8%d7%9b%d7%95%d7%a9.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%a8%d7%9b%d7%95%d7%a9.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:12	118421/118421	------	200	untouched ('OK')	text/html	etag:%221ce95-4d8593544a99f-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%aa%d7%95%d7%a8%d7%94.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%aa%d7%95%d7%a8%d7%94.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:12	45401/45401	------	200	untouched ('OK')	text/html	etag:%22b159-4d85935214e4f-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%aa%d7%a4%d7%9c%d7%94.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%95%d7%aa%20%20%20%d7%aa%d7%a4%d7%9c%d7%94.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:13	10558/10558	------	200	untouched ('OK')	text/html	etag:%22293e-4d859351a29e6-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%91.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%91.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:13	124957/124957	---M-Z	200	added ('OK')	text/html	etag:%221e81d-4d85926e9b0aa-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%99%d7%9d%20%d7%95%d7%aa%d7%95%d7%9e%d7%99%d7%9d.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%95%d7%a8%d7%99%d7%9d%20%d7%95%d7%aa%d7%95%d7%9e%d7%99%d7%9d.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:13	4466/4466	------	200	untouched ('OK')	text/html	etag:%221172-4d859350d9eca-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%90%d7%9c.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%90%d7%9c.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:13	40176/40176	------	200	untouched ('OK')	text/html	etag:%229cf0-4d85935095532-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%92%d7%99%d7%9c.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%92%d7%99%d7%9c.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:13	19385/19385	------	200	untouched ('OK')	text/html	etag:%224bb9-4d85934fad9b1-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%94%20%d7%9e%d7%9c%d7%9a%20%d7%99%d7%94%d7%95%d7%93%d7%94.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%94%20%d7%9e%d7%9c%d7%9a%20%d7%99%d7%94%d7%95%d7%93%d7%94.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:13	6422/6422	------	200	untouched ('OK')	text/html	etag:%221916-4d85934f73030-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%94.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%94.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:13	6004/6004	------	200	untouched ('OK')	text/html	etag:%221774-4d85934eafe98-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%95%d7%9f%20%20%20%d7%93%d7%9c.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%95%d7%9f%20%20%20%d7%93%d7%9c.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
17:46:13	2369/2369	------	200	untouched ('OK')	text/html	etag:%22941-4d85934e7ca1e-gzip%22	http://www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%95%d7%a0%d7%94.htm	C:/code/aspaklaria/mirror_httrack/www.aspaklaria.info/001_ALEF/%d7%90%d7%91%d7%99%d7%95%d7%a0%d7%94.html	(from http://www.aspaklaria.info/001_ALEF/ALEF.htm)
